source,question,answer,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,1. Co to jest enkapsulacja ?,Jest to ukrywanie widoczności pól danej klasy dla innych. Celem tego jest ochrona danych przechowywanych w tych polach przed niepowołanych lub nieuzacnionym dostępem.,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,2. Co to jest polimorfizm ?,Zapis funkcji (metod) pod różnymi postaściami aby móc obsłużyć różne typy danych przy jednozancznym braku wiedzy o typie tych danych. Wymienia się statyczny oraz dynamiczny,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,3. Po co wykorzystuję się dziedziczenie ?,Dziedziczenie jest dziedziczenie kodu drugiego. Stosuje się ten aspekt do tworzenia bardzo speckalizowaną klasę. Używa się aby określony element miał pola i metody drugiej oraz miał dodatkowe swoje pola i metody.,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,4. Co to jest metoda abstrakcyjna ?,"Jeżeli klasa, posiada metody abstrakcyjne, oznacza to tyle że, potomstwo jest zmuszone ją nadpisać. Równocześnie klasa taka, nigdy nie powinna być sama w sobie wykorzystana do tworzenia obiektów.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"6. Co to jest klasa, obiekt, konstruktor metoda ?","Klasa – pewna część obiektu, w niej definiuje się cechy i zachowania obiektu
 Metoda – wykonuje określone zadania w ramach konkretnej klasy
 metody, czyli funkcje służące do wykonywania na tych danych określonych zadań.
 Obiekt – jest konstruktem klasy, dzięki obiektowi mamy dostęp do określonych pól i metod tej klasy
 Konstruktor – specjalna metoda danej klasy, wywoływana podczas tworzenia jej instancji. Podstawowym zadaniem konstruktora jest zainicjowanie obiektu, a w niektórych językach programowania także utworzenie obiektu.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,7. Jakie są modyfikatory dostępu do klasy ? Podpowiedź są 4 wymień je. ?,"public - publiczne składniki klasy są dostępne dla wszystkich metod wszystkich klas,
 private - składowe prywatne są dostępne tylko dla metod klasy, w której się znajdują,
 protected - dostępne są dla klasy, w której się znajdują oraz dla klas dziedziczących po niej w danej bibliotece,
 internal - składowe wewnętrzne są dostępne dla klasy znajdującej się w danym podzespole (biblioteka, pil *.dll)",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,8. Co oznacza zasada single responsibility ?,"Mówi o tym, że nie może istnieć więcej niż jednogo powodu aby istniały klasy lub metody",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,9.  Co to jest SOLID ?,"Pięć zasad programowania obiektowego.
 1.  Istnie tylko jeden powód dla istnienia klasy
 2.  Klasy powinny być otwarte na rozrzewnia, ale zamknięte na modyfikację -> zmiana zachowania bez zmiany kodu
 3.  Klasa potomna nie może rozrzedzać możliwości klasy bazowej a czyli nie może zmieniać co klasa bazowa robiła wczęsniej
 4.  Powiniścmy tworzyć wiele inferjsów
 5.  Zależności pomiędzy klasami powinny zależeć od abstrakcji",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,10. Co to jest KISS (CZYLI KEEP IT SIMPLE STUPID) i jak to wytłumaczyć ?,"Podczas programowania powinniśmy kozystać z dostępnych biblotek, innych narzędzi aby nie koplikować programu",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,11. Zasada DRY Czyli DON'T REPEAT YOURSELF wytłumaczyć to zasadę i umieć stosować ?,Zasada odnosi się do tego aby nie powtarzać kodu w wielu miejscach,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"12. Zasada YAGNI czyli YOU AIN' T GOOD NEED IT potocznie nie stosujemy „przydaśi” jak wyżej, jak to wytłumaczyć ?",Mówi o tym aby nie pisać nie potrzebnego kodu,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"13. Zasada TDA czyli TELL DON'T ASK (Podział obowiązków, hermetyzacja tego to dotyczy) ?",Obiekty powinny wykonywać operacje na tych danych a nie pytanie o nie,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,14. Zasada SCA czyli SEPARATION OF CONCERNS ?,"Zasada odnosi się do tego, że jedna klasa jest odpowiedzialna za jedno zadanie – odpoiwdzialność za siebie a nie martwienie o inne klasy.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"15. Ważna jest obsługa wyjątków podczas działania programu. Jak to robimy? Od szczegółu do ogółu przykład chcemy sparsować „12” a jak użytkownik wpiszę „12a” to program się wywali: poleci exception. Jak obsłużyć, żeby program się nie wywalił.","Napisanie bloku sprawdzającego czy nie wystąpił błąd
 Blok odpowiedzialny za złapanie i wywalenie
 Dalsze działanie programu",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,16. Parsowanie outputu wykorzystanie regular expression?,"Umieć to wykorzystać. 
 Dobra strona do testowania regular exspresion: https://regex101.com/
 Szukanie określonego wzorca w stringu
 Cel:
 Sprawdzenie poprawności danych, weryfikacja danych
 Uzyskanie określonej informacji",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,17.Temat wzorców projektów na przykład singleton jakie ma wady zalety?,"ale ich jest dużo więcej. Tutaj zajawka na przykład: https://refactoring.guru/pl/design-patterns.
 Ogólna koncepcja, która umożliwia rozwiązanie konkretnego problemu. Jest tylko opisam a nie zestawem konkretnych kroków. Składa się z:
 · Cel pobieżnie opisuje zarówno problem, jak i rozwiązanie.
 · Motywacja rozszerza opis problemu i rozwiązania jakie umożliwia dany wzorzec.
 · Struktura klas ukazuje poszczególne części wzorca i jak są ze sobą powiązane.
 · Przykład kodu w którymś z popularnych języków programowania pomaga zrozumieć ideę wzorca.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"18. Często skupiamy się na wzorcach projektowych, ale jakie są antywzorce?","Javascript na przykład callback hell
 Program , który jest horycznie napisany
 Boskiego Obiektu -> klasay zapchane brak podziału na mniejszcze
 System, który gra i tańczy
 Błotna bryła chaotycznie uporządkowany, niechlujny system,",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,19.Programowanie asynchroniczne co oznacza async await i Promisy w (Javascript) jak programowanie asynchroniczne ma się synchronicznego?,"Równoległe działanie progamu do momentu napotkania błędu
 Await czekanie aby skończyły się inne procesy",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"20. Multi Threading → Wielowątkowość i problemy z tym związane. Na przykład deadlocks, Race Conditions jak temu przeciwdziałać?",,,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,21. Bazy danych głównie relacyjne i rodzaje relacji?,"a warto wiedzieć, że są nierelacyjne bazy danych i kiedy to ma zastosowanie.
 Relacyjna baza danych to rodzaj bazy danych, który pozwala przechowywać powiązane ze sobą elementy danych i zapewnia do nich dostęp. Relacyjne bazy danych są oparte na modelu relacyjnym — jest to prosty i intuicyjny sposób przedstawiania danych w tabelach. W relacyjnej bazie danych każdy wiersz tabeli jest rekordem z unikatowym identyfikatorem nazywanym kluczem. Kolumny tabeli zawierają atrybuty danych, a każdy rekord zawiera zwykle wartość dla każdego atrybutu, co ułatwia ustalenie relacji między poszczególnymi elementami rekordu.
 Prosty, ale silny model relacyjny jest używany przez różnego rodzaju i różnej wielkości przedsiębiorstwa do zaspokajania szerokiej gamy potrzeb informacyjnych. Relacyjne bazy danych służą do śledzenia zapasów, przetwarzania transakcji w handlu elektronicznym, zarządzania ogromnymi ilościami kluczowych informacji o klientach itd. Relacyjna baza danych może służyć do zaspokajania dowolnych potrzeb informacyjnych w sytuacjach, w których elementy danych są ze sobą powiązane i muszą być zarządzane w sposób bezpieczny, oparty na regułach i spójny.
 Relacyjne bazy danych istnieją od lat 70-tych XX wieku. Zalety modelu relacyjnego sprawiają, że jest to nadal najszerzej akceptowany model baz danych.
 Rodzaje relacji:
 Jeden do jednego jeden rekord może mieć swój odpowiednik w drugiej bazie
 Wiele do jednego jeden rekord może mieć wiele swoich odpowiedników w drugiej bazie danych
 Wiele do wielu rekordy mogą wzjamnie uzupełniać aby utworzyć takie połącznie należy utworzyć tabelę uzupełnień
 Bazy danych NoSQL (ang. non SQL, non relational, Not Only SQL) – bazy danych, w których można przechowywać, organizować i wyszukiwać dane w inny sposób niż w tabelach relacyjnych znanych z tradycyjnych RDBMS.
  
 NoSQL jest przydatny w przypadku danych o dużym wolumenie, które będzie można stosunkowo łatwo skalować horyzontalnie – w klastrach i na wielu serwerach – mowa między innymi o Big Data.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"22. Struktury danych tablica, lista... jakie są różnice?","Tablica – zapisuje ją całą i ma szybki odczyt
 Lista – zapis elementów, szybrze dodawanie i usuwanie elementów",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,23. Co to jest json ?,"jest prostym formatem wymiany danych. Zapis i odczyt danych w tym formacie jest łatwy do opanowania przez ludzi. Jednocześnie, z łatwością odczytują go i generują komputery.
 Zbiór par nazwa/wartość. W różnych językach jast to implementowane jako obiekt, rekord, struktura, słownik, tabela hash, lista z kluczem, albo tabela asocjacyjna.
 Uporządkowana lista wartości. W większości języków implementuje się to za pomocą tabeli, wektora, listy, lub sekwencji.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,24. Co to jest tablica asocjacyjna. Co to jest Dictionary ? Czy Dictionary mogą mieć zduplikowane klucze,"tablica asocjacyjna – typ danych, który przechowuje parę (klucz, wartość) np.: w Pytonie jest to słownik, nie może mieć tych samych kluczy",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"25. Co to jest xml, gdzie go stosuje?","To bardzo ważny temat!!! Nice to have to korzystanie z YAML
 Xml jezyk znaczników , reprezentuje dane w sposób struktualny;
 YAML – uniwersalny język formalny przeznaczony do reprezentowania różnych danych w ustrukturalizowany sposób.",,,,,
https://docs.google.com/document/d/1SoGPPtYkiXC5AEnsNvqB41S72NjnUgk_4nPnqNQkRwY/edit?usp=sharing,"26. Do weba co to jest REST API. Jakie metody wykorzystuje do komunikacji na przykład kiedy POST, a kiedy GET i inne?","To jest też bardzo ważne dla web developera.
 API – komunikacja pomiędzy programami
 GET – pobiera dane
 POST – wysła dane do bazy danych
 PUT – aktualizowanie danych
 DELETE – usuwanie danych",,,,,
https://www.guru99.com/python-interview-questions-answers.html,1) What is Python? What are the benefits of using Python?,"Python is a programming language with objects, modules, threads, exceptions, and automatic memory management. The benefits of pythons are that it is simple and easy, portable, extensible, build-in data structure, and it is open-source.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,2) What is PEP 8?,"PEP 8 is a coding convention, a set of recommendation, about how to write your Python code more readable.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,3) What is pickling and unpickling?,Pickle module accepts any Python object and converts it into a string representation and dumps it into a file by using dump function. This process is called pickling. While the process of retrieving original Python objects from the stored string representation is called unpickling.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,4) How is Python interpreted?,"Python language is an interpreted language. Python program runs directly from the source code. It converts the source code that is written by the programmer into an intermediate language, which is again translated into machine language that has to be executed.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,5) How is memory managed in Python?,"Python memory is managed by Python private heap space. All Python objects and data structures are located in a private heap. The programmer does not have an access to this private heap, and the interpreter takes care of this Python private heap.
 
 The allocation of Python heap space for Python objects is done by the Python memory manager. The core API gives access to some tools for the programmer to code.
 
 Python also has an inbuilt garbage collector, which recycles all the unused memory and frees the memory and makes it available to the heap space.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,6) What are the tools that help to find bugs or perform the static analysis?,PyChecker is a static analysis tool that detects the bugs in Python source code and warns about the style and complexity of the bug. Pylint is another tool that verifies whether the module meets the coding standard.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,7) What are Python decorators?,A Python decorator is a specific change that we make in Python syntax to alter functions easily.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,8) What is the difference between list and tuple?,"The difference between list and tuple is that list is mutable while tuple is not. Tuple can be hashed, for example., as a key for dictionaries.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,9) How are arguments passed by value or by reference?,"Everything in Python is an object, and all variables hold references to the objects. The reference values are according to the functions. Therefore, you cannot change the value of the references. However, you can change the objects if it is mutable.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,10) What is Dict and List comprehensions are?,They are syntax constructions to ease the creation of a Dictionary or List based on existing iterable.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,11) What are built-in type does python provides?,"Python provides two built-in types: 1) Mutable and 2) Immutable.
 
 Mutable built-in types are:
 
 List
 Sets
 Dictionaries
 Immutable built-in types
 Strings
 Tuples
 Numbers
 Immutable built-in types are:
 
 Strings
 Tuples
 Numbers",,,,,
https://www.guru99.com/python-interview-questions-answers.html,12) Explain namespace in Python,"In Python, every name introduced has a place where it lives and can be hooked for. This is known as a namespace. It is like a box where a variable name is mapped to the object placed. Whenever the variable is searched out, this box will be searched to get the corresponding object.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,13) What is lambda in Python?,It is a single expression anonymous function often used as inline function.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,14) Why lambda forms in python do not have statements?,A lambda form in python does not have statements as it is used to make new function object and then return them at runtime.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,15) Explain pass in Python,"Pass means no-operation Python statement, or in other words, it is a place holder in a compound statement, where there should be a blank left, and nothing has to be written there.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,16) In Python what are iterators?,"In Python, iterators are used to iterate a group of elements, containers like a list.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,17) What is the unittest in Python?,"A unit testing framework in Python is known as unittest. It supports sharing of setups, automation testing, shutdown code for tests, aggregation of tests into collections, etc.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,18) Explain slicing in Python?,"A mechanism to select a range of items from sequence types like list, tuple, strings etc., is known as slicing.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,19) What are generators in Python?,The way of implementing iterators are known as generators. It is a normal function except that it yields expression in the function.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,20) What is docstring in Python?,"A Python documentation string is known as docstring, it is a way of documenting Python functions, modules, and classes.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,21) How can you copy an object in Python?,"To copy an object in Python, you can try a copy.copy () or copy.deepcopy() for the general case. You cannot copy all objects but most of them.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,22) What is negative index in Python?,"Python sequences can be index in positive and negative numbers. For positive index, 0 is the first index, 1 is the second index, and so forth. For the negative index, (-1) is the last index, and (-2) is the second last index, and so forth.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,23) How can you convert a number to a string?,"In order to convert a number into a string, use the inbuilt function str(). If you want a octal or hexadecimal representation, use the inbuilt function oct() or hex().",,,,,
https://www.guru99.com/python-interview-questions-answers.html,24) What is the difference between xrange and range?,Xrange returns the xrange object while range returns the list and uses the same memory and no matter what the range size is.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,25) What is module and package in Python?,"In Python, module is the way to structure a program. Each Python program file is a module, which imports other modules like objects and attributes.
 
 The folder of Python program is a package of modules. A package can have modules or subfolders.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,26) What are the rules for local and global variables in Python?,"Here are the rules for local and global variables in Python:
 
 Local variables: If a variable is assigned a new value anywhere within the function’s body, it’s assumed to be local.
 
 Global variables: Those variables that are only referenced inside a function are implicitly global.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,27) How can you share global variables across modules?,"To share global variables across modules within a single program, create a special module. Import the config module in all modules of your application. The module will be available as a global variable across modules.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,28) Explain how can you make a Python Script executable on Unix?,"To make a Python Script executable on Unix, you need to do two things,
 
 Script file’s mode must be executable, and the first line must begin with # ( #!/usr/local/bin/python)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,29) Explain how to delete a file in Python?,By using a command os.remove (filename) or os.unlink(filename),,,,,
https://www.guru99.com/python-interview-questions-answers.html,30) Explain how can you generate random numbers in Python?,"To generate random numbers in Python, you need to import command as
 
 import random
 random.random()
 This returns a random floating-point number in the range [0,1)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,31) How can you access a module written in Python from C?,"You can access a module written in Python from C by following method,
 
 Module = PyImport_ImportModule(“<modulename>”);",,,,,
https://www.guru99.com/python-interview-questions-answers.html,32) What is the use of // operator in Python?,"It is a Floor Divisionoperator, which is used for dividing two operands with the result as a quotient showing only digits before the decimal point. For instance, 10//5 = 2 and 10.0//5.0 = 2.0.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,33) Mention five benefits of using Python,"Here are the five benefits of using Python:
 
 Python comprises of a huge standard library for most Internet platforms like Email, HTML, etc.
 Python does not require explicit memory management as the interpreter itself allocates the memory to new variables and free them automatically
 Provide easy readability due to use of square brackets
 Easy-to-learn for beginners
 Having the built-in data types saves programming time and effort from declaring variables",,,,,
https://www.guru99.com/python-interview-questions-answers.html,34) Mention the use of the split function in Python,The use of the split function in Python is that it breaks a string into shorter strings using the defined separator. It gives a list of all words present in the string.,,,,,
https://www.guru99.com/python-interview-questions-answers.html,35) Explain Flask and its benefits,"Flask is a web micro framework for Python based on “Werkzeug, Jinja 2 and good intentions” BSD licensed. Werkzeug and jingja are two of its dependencies.
 
 Flask is part of the micro-framework. Which means it will have little to no dependencies on external libraries. It makes the framework light while there is a little dependency to update and less security bugs.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,"36) What is the difference between Django, Pyramid, and Flask?","Flask is a “microframework” primarily build for a small application with simpler requirements. In a flask, you don’t have to use external libraries. Flask is ready to use.
 
 Pyramids are built for larger applications. It provides flexibility and lets the developer use the right tools for their project. The developer can choose the database, URL structure, templating style, and more. Like Pyramid, Django can also be used for larger applications. It includes an ORM.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,37) What is Flask-WTF and what are their features?,"Flask-WTF offers simple integration with WTForms. Features include for Flask WTF are:
 
 Integration with WTFforms
 Secure form with CSRF token
 Global CSRF protection
 Internationalization integration
 Recaptcha supporting
 File upload that works with Flask Uploads",,,,,
https://www.guru99.com/python-interview-questions-answers.html,38) Explain what is the common way for the Flask script to work?,"The common way for the flask script to work is:
 
 Either it should be the import path for your application
 Or the path to a Python file",,,,,
https://www.guru99.com/python-interview-questions-answers.html,39) Explain how you can access sessions in Flask?,"A session basically allows you to remember information from one request to another. In a flask, it uses a signed cookie so the user can look at the session contents and modify. The user can modify the session if only it has the secret key Flask.secret_key.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,"40) Is Flask an MVC model, and if yes give an example showing MVC pattern for your application?","Basically, Flask is a minimalistic framework that behaves same as MVC framework. So MVC is a perfect fit for Flask, and the pattern for MVC we will consider for the following example
 
 from flask import Flask
 app = Flask(_name_)
 
 @app.route(“/”)
 
 Def hello():
 
 return “Hello World”
 
 app.run(debug = True)
 
 In this code your,
 Configuration part will be
 from flask import Flask
 
 app = Flask(_name_)
 
 View part will be
 @app.route(“/”)
 
 Def hello():
 
 return “Hello World”
 
 While you model or main part will be
 app.run(debug = True)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,41) Explain database connection in Python Flask?,"Flask supports database-powered applications (RDBS). Such a system requires creating a schema, which requires piping the shema.sql file into a sqlite3 command. So you need to install sqlite3 command in order to create or initiate the database in Flask.
 
 Flask allows to request database in three ways
 
 before_request(): It is called before a request and pass no arguments
 after_request(): It is called after a request and pass the response that will be sent to the client
 teardown_request(): It is called in a situation when exception is raised, and response is not guaranteed. They are called after the response has been constructed. They are not allowed to modify the request, and their values are ignored.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,"42) If you have multiple Memcache servers, and one of them fails that contain data, will it try to get them?","The data in the failed server won’t get removed, but there is a provision for auto-failure, which you can configure for multiple nodes. Fail-over can be triggered during any kind of socket or Memcached server level errors and not during normal client errors like adding an existing key, etc.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,43) Explain how you can minimize the Memcached server outages in your Python Development?,"When one instance fails, several of them goes down, this will put a larger load on the database server when lost data is reloaded as the client make a request. To avoid this, if your code has been written to minimize cache stampedes, then it will leave a minimal impact
 Another way is to bring up an instance of memcached on a new machine using the lost machine’s IP address
 Code is another option to minimize server outages as it gives you the liberty to change the Memcached server list with minimal work
 Setting timeout value is another option that some Memcached clients implement for Memcached server outage. When your Memcached server goes down, the client will keep trying to send a request till the time-out limit is reached.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,44) Explain what is Dogpile effect? How can you prevent this effect?,"Dogpile effect is referred to the event when cache expires, and websites are hit by the multiple requests made by the client at the same time. This effect can be prevented by using a semaphore lock. In this system, when the value expires, the first process acquires the lock and starts generating a new value.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,45) Explain how memcached should not be used in your Python project?,"Here are the ways you should not use memcached in your Python project:
 
 Memcached common misuse is to use it as a data store and not as a cache
 Never use Memcached as the only source of the information you need to run your application. Data should always be available through another source as well
 Memcached is just a key or value store and cannot perform query over the data or iterate over the contents to extract information.
 Memcached does not offer any form of security either in encryption or authentication.",,,,,
https://www.guru99.com/python-interview-questions-answers.html,46) What is Python If Statement?,"Python if Statement is used for decision-making operations. It contains a body of code that runs only when the condition given in the if statement is true. If the condition is false, then the optional else statement runs, which contains some code for the else condition.
 
 When you want to justify one condition while the other condition is not true, then you use Python if-else statement.
 
 Python if Statement Syntax:
 
 if expression
  Statement
 else 
  Statement
 Let’s see an example of Python if else Statement:
 
 def main():
  x,y =2,8
  
  if(x < y):
  st= ""x is less than y""
  print(st)
  
 if __name__ == ""__main__"":
  main()",,,,,
https://www.guru99.com/python-interview-questions-answers.html,47) Explain While loop in Python with example,"While loop does the exact same thing what “if statement” does, but instead of running the code block once, they jump back to the point where it began the code and repeat the whole process again.
 
 The syntax of while loop is as follows:
 
 while expression
  Statement
 The example of while loop is as follows:
 
 x=0
 #define a while loop
 while(x <4):
  print(x)
  x = x+1",,,,,
https://www.guru99.com/python-interview-questions-answers.html,48) What is enumerate() in Python?,"Enumerate() in Python is a built-in function used for assigning an index to each item of the iterable object. It adds a loop on the iterable objects while keeping track of the current item and returns the object in an enumerable form. This object can be used in a for loop to convert it into a list by using list() method.
 
 Example of enumerate() is as follows:
 
 Suppose we want to do numbering for our month ( Jan, Feb, Marc, ….June), so we declare the variable i that enumerate the numbers while m will print the number of month in list.
 
 #use a for loop over a collection
 Months = [""Jan"",""Feb"",""Mar"",""April"",""May"",""June""]
 for i, m in enumerate (Months):
  print(i,m)
  
 # use the break and continue statements
  
  #for x in range (10,20):
  #if (x == 15): break
  #if (x % 5 == 0) : continue
  #print x",,,,,
https://www.guru99.com/python-interview-questions-answers.html,49) How can you use for loop to repeat the same statement over and again?,"You can use for loop for even repeating the same statement over and again. Here in the example, we have printed out the word “guru99” three times.
 
 Example:
 
 To repeat the same statement a number of times, we have declared the number in variable i (i in 123). So when you run the code as shown below, it prints the statement (guru99) that many times the number declared for our the variable in ( i in 123).
 
 for i in '123':
  print (""guru99"",i,)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,50) What is Tuple Matching in Python?,"Tuple Matching in Python is a method of grouping the tuples by matching the second element in the tuples. It is achieved by using a dictionary by checking the second element in each tuple in python programming. However, we can make new tuples by taking portions of existing tuples.
 
 Syntax:
 
 Tup = ('Jan','feb','march') 
 To write an empty tuple, you need to write as two parentheses containing nothing-
 
 tup1 = ();",,,,,
https://www.guru99.com/python-interview-questions-answers.html,51) Explain Dictionary in Python with example,"A Dictionary in Python is the unordered and changeable collection of data values that holds key-value pairs. Each key-value pair in the dictionary maps the key to its associated value making it more optimized. A Dictionary in python is declared by enclosing a comma-separated list of key-value pairs using curly braces({}). Python Dictionary is classified into two elements: Keys and Values.
 
 Syntax for Python Dictionary:
 
 Dict = { ' Tim': 18, xyz,.. }
 Example:
 
 Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25} 
 print((Dict['Tiffany']))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,52) How can you copy the entire dictionary to a new dictionary?,"You can also copy the entire dictionary to a new dictionary. For example, here we have copied our original dictionary to the new dictionary name “Boys” and “Girls”.
 
 Example:
 
 Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25} 
 Boys = {'Tim': 18,'Charlie':12,'Robert':25}
 Girls = {'Tiffany':22} 
 studentX=Boys.copy()
 studentY=Girls.copy()
 print(studentX)
 print(studentY)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,53) How can you Update Python Dictionary?,"You can update a dictionary by adding a new entry or a key-value pair to an existing entry or by deleting an existing entry. Here in the example, we will add another name, “Sarah” to our existing dictionary.
 
 Example:
 
 Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25} 
 Dict.update({""Sarah"":9})
 print(Dict)",,,,,
https://www.guru99.com/python-interview-questions-answers.html,54) Give example of dictionary items() method,"Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25} 
 print(""Students Name: %s"" % list(Dict.items()))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,55) How can you sort elements in Python dictionary?,"In the dictionary, you can easily sort the elements. For example, if we want to print the name of the elements of our dictionary alphabetically, we have to use for loop. It will sort each element of the dictionary accordingly.
 
 Example:
 
 Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25}
 Boys = {'Tim': 18,'Charlie':12,'Robert':25}
 Girls = {'Tiffany':22}
 Students = list(Dict.keys())
 Students.sort()
 for S in Students:
  print("":"".join((S,str(Dict[S]))))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,56) Give an example of Dictionary len() and Python List cmp() method,"Dictionary len() Example:
 
 Dict = {'Tim': 18,'Charlie':12,'Tiffany':22,'Robert':25} 
 print(""Length : %d"" % len (Dict))
 cmp() Example:
 
 Boys = {'Tim': 18,'Charlie':12,'Robert':25}
 Girls = {'Tiffany':22} 
 print cmp(Girls, Boys)",,,,,
